source_path	destination_path	source_sha256	destination_sha256	status
alpine-runtime-pack-bundled/src/main/kotlin/dev/alpine/runtime/pack/bundled/BundledRuntimeArtifactProvider.kt	alpine-runtime-pack-bundled/src/main/kotlin/dev/alpine/runtime/pack/bundled/BundledRuntimeArtifactProvider.kt	b3d6ee5304e8e2d45de5e4034783d595558d1f618f0c6901b30456fa64be6351	b3d6ee5304e8e2d45de5e4034783d595558d1f618f0c6901b30456fa64be6351	imported
alpine-runtime-pack-bundled/src/main/resources/META-INF/alpine-runtime/sbom.spdx.json	alpine-runtime-pack-bundled/src/main/resources/META-INF/alpine-runtime/sbom.spdx.json	678ed604a09a22d5e63c3f2289225de0a85b7c868f05e78817f7a54e4d1d42bc	678ed604a09a22d5e63c3f2289225de0a85b7c868f05e78817f7a54e4d1d42bc	imported
alpine-runtime-pack-bundled/src/test/kotlin/dev/alpine/runtime/pack/bundled/BundledRuntimePackTest.kt	alpine-runtime-pack-bundled/src/test/kotlin/dev/alpine/runtime/pack/bundled/BundledRuntimePackTest.kt	d776fa2c063c3bd39a01c93ac6d7ac57a65faf0e19dadb661cc34deecea3320a	d776fa2c063c3bd39a01c93ac6d7ac57a65faf0e19dadb661cc34deecea3320a	imported
alpine-workspace-api/build.gradle.kts	alpine-workspace-api/build.gradle.kts	08ff0bfada62181e8cd0edaf84880898bb76a8262badea5c03a32fba52a91064	08ff0bfada62181e8cd0edaf84880898bb76a8262badea5c03a32fba52a91064	imported
alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceHostController.kt	alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceHostController.kt	f8d1d1a92be5ae925171aef61026ec54930a402a70ba8dbd24ae7f9b1ad8ba57	f8d1d1a92be5ae925171aef61026ec54930a402a70ba8dbd24ae7f9b1ad8ba57	imported
alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspacePath.kt	alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspacePath.kt	79a3a021847caf676a14e69268b84eb9ef3b8bafdb85ad9b4952a3e914c3dfa4	79a3a021847caf676a14e69268b84eb9ef3b8bafdb85ad9b4952a3e914c3dfa4	imported
alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceStore.kt	alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceStore.kt	a945f11546e65c63c2ee77f77caaa7a301741be8c254c3d8aa7aaf31c38af80a	a945f11546e65c63c2ee77f77caaa7a301741be8c254c3d8aa7aaf31c38af80a	imported
alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceTextDiff.kt	alpine-workspace-api/src/main/kotlin/dev/alpine/workspace/api/WorkspaceTextDiff.kt	11aa16141c2e7b001abb67d37b3081d1e04cae96d0220c2d0afed47ab4a3aeb7	11aa16141c2e7b001abb67d37b3081d1e04cae96d0220c2d0afed47ab4a3aeb7	imported
alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspaceHostControllerTest.kt	alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspaceHostControllerTest.kt	01e5bd7ad6e82d351d302526e8da00615564c3a2fc7da11793123a59691a00a8	01e5bd7ad6e82d351d302526e8da00615564c3a2fc7da11793123a59691a00a8	imported
alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspacePathTest.kt	alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspacePathTest.kt	8c5b74a8e29fd24f44944dd58575404a45afb2ddacb19b6940cd44eafd3fd3cf	8c5b74a8e29fd24f44944dd58575404a45afb2ddacb19b6940cd44eafd3fd3cf	imported
alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspaceTextDiffTest.kt	alpine-workspace-api/src/test/kotlin/dev/alpine/workspace/api/WorkspaceTextDiffTest.kt	94434fee640877ed6c20a744b40c7c44bfb492c6cbb12a9e9682ef88ec6e58ed	94434fee640877ed6c20a744b40c7c44bfb492c6cbb12a9e9682ef88ec6e58ed	imported
alpine-workspace-android/build.gradle.kts	alpine-workspace-android/build.gradle.kts	f936cb61cb87d6206d57e11b38c38b8920914b41f6559d41e1e45ccc5fa13034	f936cb61cb87d6206d57e11b38c38b8920914b41f6559d41e1e45ccc5fa13034	imported
